Name_File,Category
000011a31cc283af0060967a233d26548a6ce.txt,0
000017c53336b37003a9286aba55d2945844c.txt,0
000017c7d6921e671bbe18ebb5f893cd9bb35.txt,0
000025a587ae61666c5aa097c8e866aedcc59.txt,0
000029c4069e25e1ef370c078db7ee85ff9ac.txt,0
00002ca96f74042d05c1a1d29ca30467cfcd5.txt,0
0000319be8acd739ad589cd00d8425bac7115.txt,0
00003268fd170a3fc73bee2739d8204856a53.txt,0
00003860e3c3cee1b42ead714c5c874fe25f7.txt,0
0000468819fc91d34c82433074d7bd3127dcc.txt,0
00004864220c5b6930b209cc287c361c99af1.txt,0
00004b2ed6c3c62bbdfab7683d60e214d1445.txt,0
0000507b9d4aa9e6c596440295a5170111392.txt,0
0000534bcaad58ad5f598f5d6af8cfa0c0465.txt,0
00005bf27cdeaf0b8c4647ecd61b1d09da613.txt,0
00006253ea2f9a9cc36fa0b1129b04b806608.txt,0
000063409dec8ca4fcf2d6e0582554473b5c9.txt,0
00006654c4ec7c059531accf388a807064363.txt,0
000072e086b13730b68a21ee715db145522b9.txt,0
0000737a8af848caae585af4fe35779656d55.txt,0
00007d24e99a602ee7fb442714c0d448cd08e.txt,0
000085891548d921601906337dcf1ed8543cb.txt,0
000086b73027e1e56131377941ff1db17ff12.txt,0
00008b42457819236bee543bebffb61b91e44.txt,0
0000913c349859b09264fa131872ed4fb6e4e.txt,0
00009371eca25b0169ce5cb4f71d3e07b9e2d.txt,0
00009ddea79a02a9978cb3dafef3c05ff37a6.txt,0
00010145d22c053c1a0c410242e46c01635b3.txt,0
00010d1b4dbbad797c5c0537c5a0670c373fd.txt,0
00010e82bd1f5f7eae426682a7f8e4cbf1ae6.txt,0
00011acdfa5be40e7b6c3ad3df28c63670c7c.txt,0
00011bc1aa4dca14300a8eec8b7658e568f29.txt,0
00011fbcde1b4833bdbaaf0ced723edd6e355.txt,0
000123c1ff7380f10a806321027fc0ad09560.txt,0
0001248a387bc38d1316a6f6b49e8c2e43a03.txt,0
0001258a866f18474d94989984958e1789df4.txt,0
0001315135df1ed8198dbea3fcd0cb8d071ae.txt,0
00013245fc5b9e5719b033d5d740c51af92e0.txt,0
0001381c34741dbed59c6dde50777e27e7ea3.txt,0
000148e21078a89bd9c57255d302f346551e8.txt,0
00014a1f7ca2723b9e4060e7c73b6e1fed642.txt,0
00014cb20e10b2bfcb8210a1c310798532a57.txt,0
000154d7026347ba7478c9db04c70913e68fd.txt,0
00015ada83ed8f5e09b7dd5b268dafb0d7e8d.txt,0
00015d5c8f360cf052b222819718165db24c6.txt,0
0001647e87c7e7f6c78738ad4fb654dbdaaac.txt,0
00016bc1f434b566619637a0de033cd3380d1.txt,0
00016ef397cef16f8041242e3b6560e168053.txt,0
0001708ef2d89f14cf7e2a458b80697eb1837.txt,0
00017840244edb8cc88aba7129296ea536212.txt,0
000178b965080dfffada165a54c041c27e33f.txt,0
000183b6a8c5da4043f2a6a63a1ae12bd9824.txt,0
000186fee38026193b5adde4b56892a6f14bc.txt,0
0001875bf8472753f24aa22df72c7301e07ec.txt,0
000195322cb10d8819b39499924d852819c27.txt,0
00019c6b272a04ec32252f7c685f464ae3942.txt,0
00019e35a7a6a1a6bdd0d2e164db2f6a0e4ef.txt,0
0001ea7e79d3153e7469e7a9c3e0af6a357e,0
0001f0cf04027e74802f09f723cb8916b48e.txt,0
0002083ef024f76cc42b8245a683ed9b38406.txt,0
00020d10651e31fcb92630c6229ec773cfe26.txt,0
00020eca3ca2c144cd6ceaf677f3d8b7b0eed.txt,0
000211707ccb203e1a39f5167f1c0d65cc235.txt,0
00021607c41268c5b0d66e81b58713a66d12c.txt,0
00021ba795c59691c8f5d8a02425fdd9bf0ea.txt,0
0002248098f942c31097d2ef605df44dd8593.txt,0
0002266e4bce429ab25c5d2c7e8a1a38838a0.txt,0
00022b7c5c97a3a140eed207b9e90d4e650a1.txt,0
00022fe846db6e3249836abdbfcae459bf2a.txt,0
000230e033ed93f68fcb5aab26cbf511caf0e.txt,0
00023e0e815ea1d7fd40e7e70b4c0035bef0c.txt,0
00023fdefc991ac9ee6ab05fe5035b74cef1d.txt,0
00024066b89ecd18c7688e91833f97cf415ca.txt,0
0002459c2cb781c60594315241e2b50ea70e2.txt,0
000249d2b87b00039e2527adfebd188dd3e98.txt,0
0002584faba510a966c90f6ca7658260a7e4c.txt,0
00025c27f4dd57c84c01305bd30bdee96810b.txt,0
00025d685245bdc4444f44fa091e6620b20b3.txt,0
000261757d50d495d41e8a5eb30a2f371019c.txt,0
00026bb0f14a06b51317f3fc7854cdaae5cdb.txt,0
00026f9755fb0cee92676d7bd76d32bc5f50f.txt,0
000274d456dd9ce0afde7629f94dc3034e0bb.txt,0
0002787ab6708d16f330c0cb84c42a2adf154.txt,0
00027c9e76a75d21f9221d65d4d577a2cfb75.txt,0
0002813ae4e6472d6f2ded79066b8a7472a27.txt,0
000284e9595edd918f1a5fa26f8740cfdb358.txt,0
00028ddbae7c7b229813409ae50c47624ddb9.txt,0
0002956d4310a82386b76b9e771523d571e67.txt,0
00029807838f09bfb11b71e179a75334a5a62.txt,0
00029844ef4d2066aab3fdf93692142d5911f.txt,0
0002b3120c4bcbf3101e661161ee7efcb8bf.txt,0
0003081e02cde7ddb4986b99b38a31ef8cf9a.txt,0
00030aa92b5f121c27c6e094fd89c6c89448.txt,0
00030cc523265aefc37ee6ce3015d8ff6aa24.txt,0
00030cc78e84cd398ff4a2e9e287263de928f.txt,0
000312ca10bdfae710ae978fe69ac84d9e98c.txt,0
000317caef7fe7af2114d0e4bf6aa0faf3a03.txt,0
00031ac7e81ff64671b17569d2c6a66648bb2.txt,0
0003257e29a75bca42afb412fc68d5051aa20.txt,0
0003275f27327d5f41f09e0b2160c62097643.txt,0
00032f84b348f70e22edf30de5cc219e50e36.txt,0
000332ceb520d2c6500ccf24357f2ebdce618.txt,0
000337a0734f109eb2eb8945950c9e20b244b.txt,0
00033a09f363a94e0c632227ab453b9fd4908.txt,0
000341d56abea55f3c516d0ffdd4f1e8b883b.txt,0
000346c4a2965d18007340b85034c167848ec.txt,0
00034a3365d4376445f183171dad145d0b82d.txt,0
000359069e05ad40dd0f98cdae72072ee7186.txt,0
00035a0e0e8cdca0b8352a9e9c2c81e5d5cd7.txt,0
00035d598efa269efe5000552f0322851a379.txt,0
000366620b4d55c147aca7688250f16685d0d.txt,0
00036719795e8d4670c6d8095274b18b59749.txt,0
00036b2641f0e9ff64695cf368088640bee0c.txt,0
0003755830ddeb2e48be48787c1fb1656ee47.txt,0
000375a7af2f7bd57a2f50b7cfa05d5e37c29.txt,0
000378654538f4f68f933488f6a16aaadd0ce.txt,0
00038a5f3ff0736ac35b3102c6712ffed9a60.txt,0
00038cd457af47eb78d4b93c7d94043a43108.txt,0
00038fba603f864720b7894b7b05e6e3f93c0.txt,0
000393c9b6f5cf180783680d1a97f07f64b18.txt,0
00039b2b936a8501444b213f61f9ff193b480.txt,0
00039be5e34dcebd922928045634015e3ed78.txt,0
